RNA1 chromosome	Start of RNA1 first read	Start of RNA1 last read	RNA1 strand	RNA2 chromosome	Start of RNA2 last read	Start of RNA2 first read	RNA2 strand	interactions	other interactions of RNA1	other interactions of RNA2	total other interactions	odds ratio	Fisher's exact test p-value
NC_000913.3	4450633	4451072	+	NC_000913.3	3350663	3350698	+	1076	370	290940	4760202	47.58088276769242	0.0
NC_000913.3	1977801	1978300	-	NC_000913.3	1405656	1405730	-	1566	3268	84572	4963182	28.121812599069656	0.0
NC_000913.3	3266015	3266100	-	NC_000913.3	507237	507288	+	768	1041	825477	4225302	3.7762720015180533	3.069194965902355e-144
NC_000913.3	4367818	4368298	-	NC_000913.3	1622816	1623022	-	1005	3464	192253	4855866	7.3279373321209045	0.0
NC_000913.3	2529644	2529980	-	NC_000913.3	3350661	3350698	+	808	87	291208	4760485	151.8238525719421	0.0
NC_000913.3	3452601	3453097	-	NC_000913.3	2001910	2002399	-	1288	7958	59259	4984083	13.6126561883188	0.0
NC_000913.3	1140728	1141038	+	NC_000913.3	686641	686819	-	1962	39187	85189	4926250	2.8952756228154564	0.0
NC_000913.3	1622853	1622915	-	NC_000913.3	3710111	3710539	-	1276	31735	4411	5015166	45.71517920182999	0.0
NC_000913.3	2632502	2632587	-	NC_000913.3	507238	507289	+	741	536	825504	4225807	7.076913616571607	3.3710853519055703e-242
NC_000913.3	3049502	3049653	-	NC_000913.3	1140912	1141064	+	899	10447	149486	4891756	2.815998131837798	1.9073273856070125e-140
NC_000913.3	1822131	1822492	+	NC_000913.3	507225	507288	+	738	1237	825507	4225106	3.05353927964422	1.5835237840100383e-104
NC_000913.3	228882	228980	+	NC_000913.3	686664	686700	-	732	29986	61282	4960588	1.976026535259877	4.1721908851826166e-53
NC_000913.3	2737401	2737500	+	NC_000913.3	507237	507289	+	729	2555	825516	4223788	1.4598668292804902	3.8767978815790854e-11
NC_000913.3	1408947	1409399	-	NC_000913.3	3350662	3350698	+	753	250	291263	4760322	49.22729582542239	0.0
NC_000913.3	2044547	2044600	+	NC_000913.3	1491440	1491517	-	724	40573	22629	4988662	3.9338714376628157	4.983057391546399e-187
NC_000913.3	765001	765121	+	NC_000913.3	686642	686698	-	750	45825	61264	4944749	1.3209844096158228	5.898590452807912e-06
NC_000913.3	4116119	4116595	-	NC_000913.3	4106211	4106633	+	1106	4018	55936	4991528	24.563333207089833	0.0
NC_000913.3	4117104	4117300	-	NC_000913.3	3350654	3350698	+	978	3097	291038	4757475	5.162076863900211	2.5511869799e-311
NC_000913.3	3946857	3947013	+	NC_000913.3	507238	507288	+	911	1181	825334	4225162	3.948954302906526	4.862882574759315e-181
NC_000913.3	762701	763200	+	NC_000913.3	2942683	2942989	+	1396	3109	439760	4608323	4.70534946310959	0.0
NC_000913.3	2174301	2174395	-	NC_000913.3	2167139	2167202	+	722	977	459287	4591602	7.387929070309079	4.193186284296254e-284
NC_000913.3	932401	932893	+	NC_000913.3	2942717	2942902	+	1139	1497	440002	4609950	7.971563100655974	0.0
NC_000913.3	2278004	2278468	-	NC_000913.3	3350654	3350698	+	1095	1868	290921	4758704	9.588504298763727	0.0
NC_000913.3	2425902	2426374	-	NC_000913.3	2942732	2942902	+	1702	631	439439	4610816	28.30149584647814	0.0
NC_000913.3	3710306	3710400	-	NC_000913.3	507237	507288	+	702	803	825543	4225540	4.474701657135953	7.208902246827571e-158
NC_000913.3	686801	686892	-	NC_000913.3	4218903	4218964	+	697	90123	26322	4935446	1.4501223889828934	7.76182959162391e-13
NC_000913.3	2351901	2351997	-	NC_000913.3	3350666	3350699	+	694	3497	291322	4757075	3.2406382507028684	5.067397622589056e-128
NC_000913.3	3110401	3110592	+	NC_000913.3	507238	507288	+	706	766	825539	4225577	4.71763521335378	3.840769796806253e-167
NC_000913.3	3889101	3889200	+	NC_000913.3	507238	507288	+	686	2243	825559	4224100	1.5648795558504336	7.812177542919694e-16
NC_000913.3	2942693	2942860	+	NC_000913.3	2000001	2000500	-	2152	221467	3424	4825545	13.694489841717733	0.0
NC_000913.3	3637801	3638100	+	NC_000913.3	2167134	2167201	+	801	1852	459208	4590727	4.3237796716145285	5.0792146379602856e-200
NC_000913.3	1746426	1746569	+	NC_000913.3	507228	507288	+	877	813	825368	4225530	5.522587558483585	1.0039644055318272e-239
NC_000913.3	4057601	4058098	-	NC_000913.3	4056419	4056880	-	1512	566	19928	5030582	674.3570124533124	0.0
NC_000913.3	4178603	4178700	+	NC_000913.3	2167137	2167201	+	681	2919	459328	4589660	2.331152101945506	1.5590853897302035e-66
NC_000913.3	4246735	4247195	+	NC_000913.3	2167136	2167202	+	913	1220	459096	4591359	7.484256957079158	0.0
NC_000913.3	4250401	4250500	+	NC_000913.3	507237	507288	+	676	1362	825569	4224981	2.5400424322484234	6.867401166400921e-70
NC_000913.3	200213	200698	+	NC_000913.3	4106334	4106388	+	1215	1992	55536	4993845	54.846308988113215	0.0
NC_000913.3	3486004	3486494	+	NC_000913.3	3350613	3350699	+	920	2269	291096	4758303	6.6277968355529895	0.0
NC_000913.3	696454	696586	-	NC_000913.3	507231	507288	+	1022	1728	825223	4224615	3.0277706206214696	4.1333785526422755e-145
NC_000913.3	4	246	+	NC_000913.3	2942718	2943110	+	1258	2092	439956	4609282	6.300035483298026	0.0
NC_000913.3	3664853	3664941	+	NC_000913.3	507238	507288	+	949	3221	825296	4223122	1.507645983911115	1.2179051169867076e-19
NC_000913.3	3441603	3442100	-	NC_000913.3	2167136	2167202	+	1972	3063	458037	4589516	6.450988096457679	0.0
NC_000913.3	3562103	3562600	+	NC_000913.3	1409152	1409250	+	1274	5573	112779	4932962	9.999077062893633	0.0
NC_000913.3	3127611	3128091	-	NC_000913.3	2942717	2942902	+	1149	2457	439992	4608990	4.898643761554905	0.0
NC_000913.3	507203	507256	+	NC_000913.3	1821102	1821590	-	673	91607	882	4959426	41.30943287835073	0.0
NC_000913.3	3014424	3014887	-	NC_000913.3	3350662	3350698	+	747	253	291269	4760319	48.254950298785914	0.0
NC_000913.3	4425501	4425599	+	NC_000913.3	507237	507288	+	654	1266	825591	4225077	2.643709434380717	4.0701674763382676e-73
NC_000913.3	2352104	2352300	-	NC_000913.3	1622817	1622884	-	848	4742	192390	4854608	4.512383216389964	1.3233540006411649e-244
NC_000913.3	3168196	3168563	-	NC_000913.3	3350653	3350698	+	820	639	291196	4759933	20.97627794204554	0.0
NC_000913.3	507203	507256	+	NC_000913.3	887975	888066	-	728	91552	7266	4953042	5.420510129244595	7.637822665598027e-261
NC_000913.3	2108105	2108599	-	NC_000913.3	1622817	1622885	-	1037	3504	192201	4855846	7.476940435549077	0.0
NC_000913.3	578722	578923	-	NC_000913.3	2942801	2942900	+	1020	7464	348374	4695730	1.8419842964717097	3.2714386781783335e-57
NC_000913.3	2434818	2435292	-	NC_000913.3	4106352	4106388	+	1081	2223	55670	4993614	43.61942927124779	0.0
NC_000913.3	454937	455384	+	NC_000913.3	1622817	1622893	-	1165	1943	192073	4857407	15.163215226977774	0.0
NC_000913.3	1258737	1259193	+	NC_000913.3	1405656	1405709	-	769	2038	85369	4964412	21.942685710366096	0.0
NC_000913.3	2167111	2167170	+	NC_000913.3	3845731	3845777	-	641	45016	35434	4971497	1.9978281501867137	1.7511021074362167e-47
NC_000913.3	1637701	1637859	-	NC_000913.3	507232	507288	+	1023	2062	825222	4224281	2.5396213830392464	2.259066642020341e-108
NC_000913.3	2107901	2108400	-	NC_000913.3	2167140	2167201	+	1104	2649	458905	4589930	4.168409603425595	7.551309866309167e-267
NC_000913.3	3473602	3474100	-	NC_000913.3	3845729	3845921	-	848	2848	35850	5013042	41.63590898406281	0.0
NC_000913.3	2527011	2527488	+	NC_000913.3	507238	507288	+	811	196	825434	4226147	21.184929759647034	0.0
NC_000913.3	1135006	1135100	+	NC_000913.3	2167149	2167201	+	625	532	459384	4592047	11.743534947387538	0.0
NC_000913.3	3350576	3350659	+	NC_000913.3	4367957	4368385	-	643	73527	3285	4975133	13.244435348499218	0.0
NC_000913.3	2942695	2943048	+	NC_000913.3	2176803	2177212	-	1499	222412	4794	4823883	6.781755893295661	0.0
NC_000913.3	4056601	4056682	-	NC_000913.3	4106326	4106388	+	617	9968	56134	4985869	5.497838876616667	2.8179830139091004e-226
NC_000913.3	923101	923299	+	NC_000913.3	2167139	2167201	+	782	1160	459227	4591419	6.740130055881762	9.168243530778591e-289
NC_000913.3	2533907	2534397	+	NC_000913.3	4242530	4242628	-	1091	1221	11636	5038640	386.9177950099229	0.0
NC_000913.3	2013501	2013929	+	NC_000913.3	3350626	3350698	+	648	1106	291368	4759466	9.570535856720381	0.0
NC_000913.3	4400201	4400693	+	NC_000913.3	1141003	1141064	+	848	22285	146968	4882487	1.2641584888103985	0.0010886270133356872
NC_000913.3	2754831	2755298	+	NC_000913.3	2167136	2167201	+	924	1190	459085	4591389	7.765617516684403	0.0
NC_000913.3	1278803	1279200	+	NC_000913.3	2167137	2167201	+	1594	4725	458415	4587854	3.37627080288782	1.1783097918977466e-300
NC_000913.3	1015650	1016011	+	NC_000913.3	2942725	2942902	+	1516	2129	439625	4609318	7.465825415652057	0.0
NC_000913.3	1978211	1978404	-	NC_000913.3	3350661	3350698	+	636	2171	291380	4758401	4.784081740161235	1.5577689232068327e-186
NC_000913.3	1194945	1195293	+	NC_000913.3	2942716	2942902	+	1223	2672	439918	4608775	4.795167448088379	0.0
NC_000913.3	2945602	2946062	-	NC_000913.3	2167141	2167202	+	813	403	459196	4592176	20.17464621571716	0.0
NC_000913.3	2942695	2942871	+	NC_000913.3	629876	630292	+	1555	222064	1124	4827845	30.077327323513416	0.0
NC_000913.3	4464645	4465100	-	NC_000913.3	4242529	4242748	-	605	5312	12247	5034424	46.81848751255532	0.0
NC_000913.3	2043601	2043691	+	NC_000913.3	2167140	2167201	+	584	448	459425	4592131	13.02970184003296	8.97171731e-315
NC_000913.3	2814801	2814847	+	NC_000913.3	778805	779273	+	1376	12633	3877	5034702	141.4457513199613	0.0
NC_000913.3	2818501	2818700	-	NC_000913.3	507206	507289	+	718	1341	825527	4225002	2.7402570466755383	1.8803450956872122e-85
NC_000913.3	1279201	1279299	+	NC_000913.3	2167141	2167200	+	580	3323	455785	4592900	1.7588330333682605	3.187768413359536e-25
NC_000913.3	2753520	2753941	+	NC_000913.3	3350664	3350698	+	632	394	291384	4760178	26.20464909563057	0.0
NC_000913.3	1151202	1151300	+	NC_000913.3	2167141	2167201	+	584	583	459425	4591996	10.012238110674364	7.61590910662149e-276
NC_000913.3	1409124	1409212	+	NC_000913.3	1121197	1121363	-	649	43057	2013	5006869	37.49068568529885	0.0
NC_000913.3	3266201	3266300	-	NC_000913.3	2167140	2167201	+	587	1533	459422	4591046	3.8264478827835298	2.092775325004547e-126
NC_000913.3	4243024	4243499	-	NC_000913.3	3350651	3350698	+	600	413	291416	4760159	23.7306298556847	0.0
NC_000913.3	1646156	1646500	+	NC_000913.3	3350649	3350698	+	884	2424	291132	4758148	5.960293583045292	0.0
NC_000913.3	4249003	4249500	+	NC_000913.3	4250218	4250535	+	777	2036	6056	5043719	317.83978731252256	0.0
NC_000913.3	940839	941179	+	NC_000913.3	3580922	3581005	-	848	4701	709	5046330	1283.91127656721	0.0
NC_000913.3	507203	507256	+	NC_000913.3	4545920	4546318	+	584	91696	321	4959987	98.40971222259004	0.0
NC_000913.3	1224986	1225394	-	NC_000913.3	324602	324632	-	572	1369	6405	5044242	329.055656276569	0.0
NC_000913.3	2153427	2153898	+	NC_000913.3	507238	507288	+	694	1050	825551	4225293	3.382852747524294	3.5754260425050873e-113
NC_000913.3	1304504	1304990	+	NC_000913.3	2167135	2167201	+	747	427	459262	4592152	17.49236249987341	0.0
NC_000913.3	3982361	3982500	+	NC_000913.3	1622817	1622888	-	644	897	192594	4858453	18.11126048871773	0.0
NC_000913.3	3561969	3562000	+	NC_000913.3	1622817	1622884	-	560	930	192678	4858420	15.183364032498591	0.0
NC_000913.3	2976225	2976386	-	NC_000913.3	1405657	1405698	-	567	9223	82872	4959926	3.679410363337303	3.012971746480757e-132
NC_000913.3	3041001	3041138	-	NC_000913.3	2942729	2942988	+	683	704	440458	4610743	10.155807437036614	0.0
NC_000913.3	2405003	2405377	-	NC_000913.3	1409153	1409250	+	1386	16711	112667	4921824	3.6231819180518814	0.0
NC_000913.3	3891206	3891299	+	NC_000913.3	1622817	1622893	-	552	2533	192686	4856817	5.492947734251527	2.9485040142566535e-191
NC_000913.3	1140901	1141000	+	NC_000913.3	1409201	1409250	+	550	19825	102788	4929425	1.330464653039464	0.0028148802673773074
NC_000913.3	922249	922678	-	NC_000913.3	1622817	1622885	-	681	2140	192557	4857210	8.027141301866727	0.0
NC_000913.3	507158	507260	+	NC_000913.3	461401	461597	+	701	91620	7030	4953237	5.390902954966133	1.0056606558896268e-249
NC_000913.3	1157752	1158131	+	NC_000913.3	77394	77594	+	1037	2514	6976	5042061	298.1364711400561	0.0
NC_000913.3	1757382	1757665	+	NC_000913.3	4114518	4114972	-	640	25845	6352	5019751	19.569292424855988	0.0
NC_000913.3	2968502	2968799	-	NC_000913.3	2942719	2942900	+	979	2320	397346	4651943	4.94037876331008	4.1117126591692713e-287
NC_000913.3	2025255	2025300	-	NC_000913.3	507237	507288	+	537	1533	825708	4224810	1.7923087332219063	2.163052613832689e-21
NC_000913.3	2003303	2003677	-	NC_000913.3	3845731	3845786	-	1038	75001	35037	4941512	1.9519255135564428	1.955341862259034e-74
NC_000913.3	1646401	1646699	+	NC_000913.3	2942801	2943040	+	1393	10578	390867	4649750	1.5665640332049606	7.0107458767353584e-43
NC_000913.3	3104216	3104697	+	NC_000913.3	2942719	2942902	+	1215	884	439926	4610563	14.404505167909461	0.0
NC_000913.3	324626	324667	-	NC_000913.3	507238	507289	+	531	362	825714	4225981	7.507301235105858	7.56905220647646e-179
NC_000913.3	787201	787655	-	NC_000913.3	2167136	2167202	+	923	1255	459086	4591324	7.355325003727743	0.0
NC_000913.3	1409126	1409212	+	NC_000913.3	1924516	1924993	-	812	42894	888	5007994	106.76043038422392	0.0
NC_000913.3	2312001	2312098	-	NC_000913.3	2942718	2942900	+	735	2513	397590	4651750	3.4219665826437153	1.918354375286239e-141
NC_000913.3	4179601	4179793	+	NC_000913.3	507237	507295	+	895	1818	825350	4224525	2.5198163255472577	8.445487889822193e-93
NC_000913.3	584662	585097	-	NC_000913.3	3350661	3350698	+	1141	3948	290875	4756624	4.726078456113402	0.0
NC_000913.3	2970503	2970596	+	NC_000913.3	2167148	2167202	+	525	478	459484	4592101	10.976716436946242	6.944985677175297e-260
NC_000913.3	1975901	1975997	-	NC_000913.3	1622817	1622887	-	519	2316	192719	4857034	5.647749332587566	4.387561583515475e-184
NC_000913.3	1988611	1989084	+	NC_000913.3	764878	765149	+	1095	1090	56709	4993694	88.46216391068454	0.0
NC_000913.3	1224508	1224959	-	NC_000913.3	1622817	1622884	-	664	1276	192574	4858074	13.127555997445333	0.0
NC_000913.3	3247564	3247957	+	NC_000913.3	3350608	3350698	+	751	1227	291265	4759345	10.00124948880002	0.0
NC_000913.3	1409126	1409205	+	NC_000913.3	3257803	3258279	-	549	43157	3378	5005504	18.849909276267564	0.0
NC_000913.3	2313101	2313398	+	NC_000913.3	507237	507288	+	518	853	825727	4225490	3.107572869698733	9.702993084629557e-74
NC_000913.3	4179901	4179996	+	NC_000913.3	3350657	3350698	+	516	1277	291500	4759295	6.5972489123441385	9.173405480655348e-200
NC_000913.3	1991802	1991900	-	NC_000913.3	3350662	3350698	+	515	1677	291501	4758895	5.013491005594986	3.5265556985664116e-157
NC_000913.3	3050509	3050789	-	NC_000913.3	1409201	1409250	+	673	5381	102665	4943869	6.022774669986325	1.5539208013166377e-263
NC_000913.3	3350573	3350875	+	NC_000913.3	2976101	2976361	-	830	73389	30286	4948083	1.8477456149020672	1.7579027119176012e-49
NC_000913.3	774002	774096	+	NC_000913.3	2167138	2167201	+	513	320	459496	4592259	16.021826543375784	2.6428238577712615e-301
NC_000913.3	1216342	1216694	+	NC_000913.3	1770453	1770478	+	514	47	9660	5042367	5708.5076384300255	0.0
NC_000913.3	1019903	1020099	-	NC_000913.3	1141007	1141065	+	615	12457	147201	4892315	1.6408364802638278	9.438181859138015e-22
NC_000913.3	2405313	2405691	-	NC_000913.3	2942727	2942902	+	726	4968	440415	4606479	1.528487977495534	4.5254855933959903e-17
NC_000913.3	223435	223788	+	NC_000913.3	507236	507288	+	655	2317	825590	4224026	1.4463634050480099	8.835222640029714e-09
NC_000913.3	3350576	3350663	+	NC_000913.3	764015	764472	+	593	73577	3360	4975058	11.933600311497447	0.0
NC_000913.3	3266503	3266600	-	NC_000913.3	507238	507288	+	503	900	825742	4225443	2.8599164670482224	3.478696323151361e-63
NC_000913.3	3049502	3049669	-	NC_000913.3	1405657	1405700	-	590	10756	82849	4958393	3.2828791303220926	9.15949069736325e-118
NC_000913.3	118	600	+	NC_000913.3	507235	507288	+	715	2481	825530	4223862	1.474538573153056	1.2644041345187707e-11
NC_000913.3	3266201	3266300	-	NC_000913.3	507239	507289	+	500	1620	825745	4224723	1.5790914287726256	4.8589018050509075e-11
NC_000913.3	1622849	1622919	-	NC_000913.3	2003217	2003643	-	1022	31989	28966	4990611	5.5044689343958115	0.0
NC_000913.3	2003206	2003677	-	NC_000913.3	1976893	1977277	-	1271	89969	17074	4944274	4.090909861676836	0.0
NC_000913.3	2405102	2405290	-	NC_000913.3	1140905	1141065	+	638	10470	149747	4891733	1.9905753001071038	1.1228274431450542e-45
NC_000913.3	2854066	2854281	+	NC_000913.3	3350616	3350698	+	889	343	291127	4760229	42.37922414532181	0.0
NC_000913.3	1646384	1646784	+	NC_000913.3	1409153	1409250	+	1242	12588	112811	4925947	4.308272327458213	0.0
NC_000913.3	2947314	2947493	+	NC_000913.3	507236	507289	+	620	1182	825625	4225161	2.684322183240661	1.715581258569969e-70
NC_000913.3	780553	780800	+	NC_000913.3	1141003	1141338	+	936	20283	146926	4884443	1.5341225324723644	4.4135177111067853e-26
NC_000913.3	3453102	3453479	-	NC_000913.3	2001704	2002091	-	881	23121	49206	4979380	3.8559065769444514	1.1868163016911487e-222
NC_000913.3	4439501	4439600	+	NC_000913.3	1141023	1141064	+	492	3450	147324	4901322	4.744448544645166	5.02102713251024e-150
NC_000913.3	2176803	2176900	-	NC_000913.3	507238	507288	+	488	1065	825757	4225278	2.344624175577213	1.8603354787313739e-41
NC_000913.3	1151464	1151796	+	NC_000913.3	1958439	1958594	-	924	7191	6550	5037923	98.83093587085638	0.0
NC_000913.3	3058024	3058458	-	NC_000913.3	2942718	2942902	+	899	1181	440242	4610266	7.971578094522033	0.0
NC_000913.3	986801	987000	-	NC_000913.3	4106348	4106388	+	702	21826	56049	4974011	2.854314568127762	5.604412714197413e-114
NC_000913.3	1019708	1020188	-	NC_000913.3	4242529	4242987	-	740	31692	12309	5007847	9.499710107870962	0.0
NC_000913.3	3783875	3784276	-	NC_000913.3	764875	765150	+	550	2914	57254	4991870	16.456238583696646	0.0
NC_000913.3	2167111	2167170	+	NC_000913.3	4400002	4400497	+	741	44916	3797	5003134	21.737954356164163	0.0
NC_000913.3	427215	427697	+	NC_000913.3	2167136	2167201	+	1169	1907	458840	4590672	6.133082559210781	0.0
NC_000913.3	1405691	1405810	-	NC_000913.3	4218904	4218966	+	489	35542	26530	4990027	2.5878115215132893	2.3760825810238084e-65
NC_000913.3	1487165	1487568	+	NC_000913.3	1405656	1405712	-	490	133	85648	4966317	213.62970960700838	0.0
NC_000913.3	1225401	1225499	-	NC_000913.3	507227	507288	+	469	97	825776	4226246	24.745351351615884	1.32688582469365e-258
NC_000913.3	4178902	4178998	+	NC_000913.3	507237	507288	+	468	1242	825777	4225101	1.9279624444350725	1.4572814575822826e-23
NC_000913.3	2404703	2404800	-	NC_000913.3	2167140	2167201	+	471	1065	459538	4591514	4.418814622083086	3.0286825925125886e-118
NC_000913.3	262870	263052	+	NC_000913.3	507231	507288	+	854	792	825391	4225551	5.520219003276427	3.1847474003422793e-233
NC_000913.3	427634	428067	+	NC_000913.3	3350662	3350698	+	1194	1460	290822	4759112	13.382897131541084	0.0
NC_000913.3	4059104	4059400	+	NC_000913.3	507237	507288	+	701	2289	825544	4224054	1.5669728129958524	2.041207488778011e-16
NC_000913.3	578784	578923	-	NC_000913.3	3936924	3937329	+	518	7966	2826	5041278	115.99998880592838	0.0
NC_000913.3	2734170	2734295	-	NC_000913.3	507231	507288	+	594	1454	825651	4224889	2.0904550351587265	3.340975785154822e-39
NC_000913.3	4425806	4426094	+	NC_000913.3	507235	507288	+	795	2411	825450	4223932	1.6873146000149386	2.6165961818487263e-27
NC_000913.3	3350574	3350663	+	NC_000913.3	1491440	1491473	-	466	73704	22866	4955552	1.3702401759674145	0.0016309280061339584
NC_000913.3	3856543	3856893	+	NC_000913.3	2167143	2167202	+	893	75	459116	4592504	119.10152182309773	0.0
NC_000913.3	2814764	2814847	+	NC_000913.3	461363	461785	+	1251	12796	14933	5023608	32.8890823734992	0.0
NC_000913.3	1799903	1800397	-	NC_000913.3	3845731	3845942	-	813	4005	35885	5011885	28.351508538250833	0.0
NC_000913.3	3315202	3315697	-	NC_000913.3	2001911	2002365	-	674	7025	59873	4985016	7.988203224702251	0.0
NC_000913.3	3890201	3890400	+	NC_000913.3	2167139	2167200	+	679	3178	455686	4593045	2.153529849685311	3.1726173052027956e-55
NC_000913.3	1681719	1681909	+	NC_000913.3	3350662	3350698	+	443	49	291573	4760523	147.60973773711726	0.0
NC_000913.3	3982502	3982814	+	NC_000913.3	1141012	1141110	+	698	11590	147144	4893156	2.0027119566204026	2.2966297686801517e-51
NC_000913.3	3865975	3866305	-	NC_000913.3	1622817	1622885	-	501	364	192737	4858986	34.69899490662759	0.0
NC_000913.3	954187	954492	-	NC_000913.3	1770422	1770478	+	457	3599	9717	5038815	65.84617686930805	0.0
NC_000913.3	1132812	1133283	+	NC_000913.3	4106350	4106387	+	608	3630	56143	4992207	14.89340239939246	0.0
NC_000913.3	1863609	1863700	+	NC_000913.3	2167139	2167200	+	435	267	455930	4595956	16.423120836852295	9.990150709917587e-258
NC_000913.3	2177101	2177526	-	NC_000913.3	2942717	2942900	+	922	2422	397403	4651841	4.456054594653974	7.782640886180917e-244
NC_000913.3	4118429	4118600	+	NC_000913.3	2167146	2167200	+	565	1163	455800	4595060	4.8976257858491135	1.213020464058046e-158
